# Freq(Hz) Mag(ohms) Phase(deg)
4.25625625625626e+02 -2.16967568839634e+01 -8.90349752853291e+01
4.26576576576577e+02 -2.17161369121898e+01 -8.90371262588162e+01
4.27527527527528e+02 -2.17354738062248e+01 -8.90392676655919e+01
4.28478478478478e+02 -2.17547677576037e+01 -8.90413995693335e+01
4.29429429429429e+02 -2.17740189565892e+01 -8.90435220331546e+01
4.30380380380380e+02 -2.17932275921825e+01 -8.90456351196109e+01
4.31331331331331e+02 -2.18123938521347e+01 -8.90477388907071e+01
4.32282282282282e+02 -2.18315179229577e+01 -8.90498334079020e+01
4.33233233233233e+02 -2.18505999899348e+01 -8.90519187321153e+01
4.34184184184184e+02 -2.18696402371319e+01 -8.90539949237332e+01
4.35135135135135e+02 -2.18886388474078e+01 -8.90560620426139e+01
4.36086086086086e+02 -2.19075960024249e+01 -8.90581201480941e+01
4.37037037037037e+02 -2.19265118826596e+01 -8.90601692989939e+01
4.37987987987988e+02 -2.19453866674125e+01 -8.90622095536228e+01
4.38938938938939e+02 -2.19642205348187e+01 -8.90642409697854e+01
4.39889889889890e+02 -2.19830136618579e+01 -8.90662636047864e+01
4.40840840840841e+02 -2.20017662243641e+01 -8.90682775154363e+01
4.41791791791792e+02 -2.20204783970359e+01 -8.90702827580565e+01
4.42742742742743e+02 -2.20391503534460e+01 -8.90722793884850e+01
4.43693693693694e+02 -2.20577822660507e+01 -8.90742674620809e+01
4.44644644644645e+02 -2.20763743061997e+01 -8.90762470337301e+01
4.45595595595596e+02 -2.20949266441455e+01 -8.90782181578501e+01
4.46546546546547e+02 -2.21134394490528e+01 -8.90801808883950e+01
4.47497497497497e+02 -2.21319128890076e+01 -8.90821352788604e+01
4.48448448448448e+02 -2.21503471310262e+01 -8.90840813822883e+01
4.49399399399399e+02 -2.21687423410647e+01 -8.90860192512719e+01
4.50350350350350e+02 -2.21870986840278e+01 -8.90879489379605e+01
4.51301301301301e+02 -2.22054163237774e+01 -8.90898704940637e+01
4.52252252252252e+02 -2.22236954231415e+01 -8.90917839708565e+01
4.53203203203203e+02 -2.22419361439231e+01 -8.90936894191837e+01
4.54154154154154e+02 -2.22601386469086e+01 -8.90955868894643e+01
4.55105105105105e+02 -2.22783030918761e+01 -8.90974764316961e+01
4.56056056056056e+02 -2.22964296376043e+01 -8.90993580954600e+01
4.57007007007007e+02 -2.23145184418804e+01 -8.91012319299243e+01
4.57957957957958e+02 -2.23325696615084e+01 -8.91030979838492e+01
4.58908908908909e+02 -2.23505834523174e+01 -8.91049563055907e+01
4.59859859859860e+02 -2.23685599691697e+01 -8.91068069431050e+01
4.60810810810811e+02 -2.23864993659685e+01 -8.91086499439526e+01
4.61761761761762e+02 -2.24044017956660e+01 -8.91104853553022e+01
4.62712712712713e+02 -2.24222674102713e+01 -8.91123132239351e+01
4.63663663663664e+02 -2.24400963608578e+01 -8.91141335962488e+01
4.64614614614615e+02 -2.24578887975713e+01 -8.91159465182611e+01
4.65565565565566e+02 -2.24756448696372e+01 -8.91177520356139e+01
4.66516516516517e+02 -2.24933647253684e+01 -8.91195501935770e+01
4.67467467467467e+02 -2.25110485121721e+01 -8.91213410370520e+01
4.68418418418418e+02 -2.25286963765580e+01 -8.91231246105763e+01
4.69369369369369e+02 -2.25463084641448e+01 -8.91249009583259e+01
4.70320320320320e+02 -2.25638849196678e+01 -8.91266701241201e+01
4.71271271271271e+02 -2.25814258869860e+01 -8.91284321514243e+01
4.72222222222222e+02 -2.25989315090892e+01 -8.91301870833543e+01
4.73173173173173e+02 -2.26164019281046e+01 -8.91319349626789e+01
4.74124124124124e+02 -2.26338372853043e+01 -8.91336758318242e+01
4.75075075075075e+02 -2.26512377211119e+01 -8.91354097328767e+01
4.76026026026026e+02 -2.26686033751090e+01 -8.91371367075865e+01
4.76976976976977e+02 -2.26859343860423e+01 -8.91388567973710e+01
4.77927927927928e+02 -2.27032308918302e+01 -8.91405700433181e+01
4.78878878878879e+02 -2.27204930295691e+01 -8.91422764861894e+01
4.79829829829830e+02 -2.27377209355403e+01 -8.91439761664232e+01
4.80780780780781e+02 -2.27549147452162e+01 -8.91456691241385e+01
4.81731731731732e+02 -2.27720745932666e+01 -8.91473553991370e+01
4.82682682682683e+02 -2.27892006135653e+01 -8.91490350309073e+01
4.83633633633634e+02 -2.28062929391962e+01 -8.91507080586273e+01
4.84584584584585e+02 -2.28233517024595e+01 -8.91523745211675e+01
4.85535535535536e+02 -2.28403770348780e+01 -8.91540344570939e+01
4.86486486486487e+02 -2.28573690672028e+01 -8.91556879046711e+01
4.87437437437437e+02 -2.28743279294198e+01 -8.91573349018652e+01
4.88388388388388e+02 -2.28912537507554e+01 -8.91589754863467e+01
4.89339339339339e+02 -2.29081466596822e+01 -8.91606096954933e+01
4.90290290290290e+02 -2.29250067839255e+01 -8.91622375663927e+01
4.91241241241241e+02 -2.29418342504682e+01 -8.91638591358458e+01
4.92192192192192e+02 -2.29586291855573e+01 -8.91654744403689e+01
4.93143143143143e+02 -2.29753917147093e+01 -8.91670835161969e+01
4.94094094094094e+02 -2.29921219627157e+01 -8.91686863992855e+01
4.95045045045045e+02 -2.30088200536487e+01 -8.91702831253147e+01
4.95995995995996e+02 -2.30254861108666e+01 -8.91718737296904e+01
4.96946946946947e+02 -2.30421202570196e+01 -8.91734582475481e+01
4.97897897897898e+02 -2.30587226140548e+01 -8.91750367137545e+01
4.98848848848849e+02 -2.30752933032217e+01 -8.91766091629107e+01
4.99799799799800e+02 -2.30918324450777e+01 -8.91781756293546e+01
5.00750750750751e+02 -2.31083401594929e+01 -8.91797361471633e+01
5.01701701701702e+02 -2.31248165656561e+01 -8.91812907501555e+01
5.02652652652653e+02 -2.31412617820789e+01 -8.91828394718940e+01
5.03603603603604e+02 -2.31576759266019e+01 -8.91843823456885e+01
5.04554554554555e+02 -2.31740591163989e+01 -8.91859194045972e+01
5.05505505505505e+02 -2.31904114679823e+01 -8.91874506814300e+01
5.06456456456456e+02 -2.32067330972081e+01 -8.91889762087502e+01
5.07407407407407e+02 -2.32230241192808e+01 -8.91904960188771e+01
5.08358358358358e+02 -2.32392846487581e+01 -8.91920101438883e+01
5.09309309309309e+02 -2.32555147995560e+01 -8.91935186156219e+01
5.10260260260260e+02 -2.32717146849532e+01 -8.91950214656785e+01
5.11211211211211e+02 -2.32878844175963e+01 -8.91965187254240e+01
5.12162162162162e+02 -2.33040241095042e+01 -8.91980104259910e+01
5.13113113113113e+02 -2.33201338720729e+01 -8.91994965982817e+01
5.14064064064064e+02 -2.33362138160799e+01 -8.92009772729696e+01
5.15015015015015e+02 -2.33522640516889e+01 -8.92024524805015e+01
5.15965965965966e+02 -2.33682846884545e+01 -8.92039222511002e+01
5.16916916916917e+02 -2.33842758353265e+01 -8.92053866147658e+01
5.17867867867868e+02 -2.34002376006541e+01 -8.92068456012783e+01
5.18818818818819e+02 -2.34161700921909e+01 -8.92082992401993e+01
5.19769769769770e+02 -2.34320734170986e+01 -8.92097475608741e+01
5.20720720720721e+02 -2.34479476819520e+01 -8.92111905924339e+01
5.21671671671672e+02 -2.34637929927426e+01 -8.92126283637974e+01
5.22622622622623e+02 -2.34796094548833e+01 -8.92140609036727e+01
5.23573573573574e+02 -2.34953971732125e+01 -8.92154882405597e+01
5.24524524524525e+02 -2.35111562519982e+01 -8.92169104027515e+01
5.25475475475475e+02 -2.35268867949423e+01 -8.92183274183365e+01
5.26426426426426e+02 -2.35425889051843e+01 -8.92197393152001e+01
5.27377377377377e+02 -2.35582626853058e+01 -8.92211461210267e+01
5.28328328328328e+02 -2.35739082373344e+01 -8.92225478633015e+01
5.29279279279279e+02 -2.35895256627474e+01 -8.92239445693120e+01
5.30230230230230e+02 -2.36051150624761e+01 -8.92253362661501e+01
5.31181181181181e+02 -2.36206765369097e+01 -8.92267229807139e+01
5.32132132132132e+02 -2.36362101858987e+01 -8.92281047397091e+01
5.33083083083083e+02 -2.36517161087595e+01 -8.92294815696508e+01
5.34034034034034e+02 -2.36671944042774e+01 -8.92308534968655e+01
5.34984984984985e+02 -2.36826451707112e+01 -8.92322205474925e+01
5.35935935935936e+02 -2.36980685057962e+01 -8.92335827474855e+01
5.36886886886887e+02 -2.37134645067483e+01 -8.92349401226145e+01
5.37837837837838e+02 -2.37288332702676e+01 -8.92362926984673e+01
5.38788788788789e+02 -2.37441748925422e+01 -8.92376405004508e+01
5.39739739739740e+02 -2.37594894692513e+01 -8.92389835537934e+01
5.40690690690691e+02 -2.37747770955695e+01 -8.92403218835455e+01
5.41641641641642e+02 -2.37900378661698e+01 -8.92416555145821e+01
5.42592592592593e+02 -2.38052718752272e+01 -8.92429844716036e+01
5.43543543543544e+02 -2.38204792164224e+01 -8.92443087791375e+01
5.44494494494495e+02 -2.38356599829452e+01 -8.92456284615403e+01
5.45445445445445e+02 -2.38508142674976e+01 -8.92469435429984e+01
5.46396396396396e+02 -2.38659421622977e+01 -8.92482540475300e+01
5.47347347347347e+02 -2.38810437590828e+01 -8.92495599989864e+01
5.48298298298298e+02 -2.38961191491125e+01 -8.92508614210534e+01
5.49249249249249e+02 -2.39111684231724e+01 -8.92521583372529e+01
5.50200200200200e+02 -2.39261916715774e+01 -8.92534507709442e+01
5.51151151151151e+02 -2.39411889841747e+01 -8.92547387453253e+01
5.52102102102102e+02 -2.39561604503468e+01 -8.92560222834346e+01
5.53053053053053e+02 -2.39711061590153e+01 -8.92573014081520e+01
5.54004004004004e+02 -2.39860261986439e+01 -8.92585761422003e+01
5.54954954954955e+02 -2.40009206572411e+01 -8.92598465081465e+01
5.55905905905906e+02 -2.40157896223637e+01 -8.92611125284035e+01
5.56856856856857e+02 -2.40306331811199e+01 -8.92623742252309e+01
5.57807807807808e+02 -2.40454514201723e+01 -8.92636316207366e+01
5.58758758758759e+02 -2.40602444257406e+01 -8.92648847368781e+01
5.59709709709710e+02 -2.40750122836054e+01 -8.92661335954635e+01
5.60660660660661e+02 -2.40897550791102e+01 -8.92673782181533e+01
5.61611611611612e+02 -2.41044728971652e+01 -8.92686186264610e+01
5.62562562562563e+02 -2.41191658222497e+01 -8.92698548417549e+01
5.63513513513514e+02 -2.41338339384153e+01 -8.92710868852589e+01
5.64464464464464e+02 -2.41484773292886e+01 -8.92723147780542e+01
5.65415415415415e+02 -2.41630960780741e+01 -8.92735385410798e+01
5.66366366366366e+02 -2.41776902675571e+01 -8.92747581951345e+01
5.67317317317317e+02 -2.41922599801066e+01 -8.92759737608773e+01
5.68268268268268e+02 -2.42068052976779e+01 -8.92771852588294e+01
5.69219219219219e+02 -2.42213263018153e+01 -8.92783927093744e+01
5.70170170170170e+02 -2.42358230736551e+01 -8.92795961327602e+01
5.71121121121121e+02 -2.42502956939282e+01 -8.92807955491000e+01
5.72072072072072e+02 -2.42647442429627e+01 -8.92819909783731e+01
5.73023023023023e+02 -2.42791688006867e+01 -8.92831824404261e+01
5.73973973973974e+02 -2.42935694466310e+01 -8.92843699549743e+01
5.74924924924925e+02 -2.43079462599316e+01 -8.92855535416026e+01
5.75875875875876e+02 -2.43222993193323e+01 -8.92867332197665e+01
5.76826826826827e+02 -2.43366287031873e+01 -8.92879090087932e+01
5.77777777777778e+02 -2.43509344894639e+01 -8.92890809278826e+01
5.78728728728729e+02 -2.43652167557449e+01 -8.92902489961086e+01
5.79679679679680e+02 -2.43794755792312e+01 -8.92914132324200e+01
5.80630630630631e+02 -2.43937110367442e+01 -8.92925736556413e+01
5.81581581581582e+02 -2.44079232047285e+01 -8.92937302844740e+01
5.82532532532533e+02 -2.44221121592540e+01 -8.92948831374975e+01
5.83483483483483e+02 -2.44362779760188e+01 -8.92960322331701e+01
5.84434434434434e+02 -2.44504207303512e+01 -8.92971775898300e+01
5.85385385385385e+02 -2.44645404972123e+01 -8.92983192256963e+01
5.86336336336336e+02 -2.44786373511985e+01 -8.92994571588698e+01
5.87287287287287e+02 -2.44927113665435e+01 -8.93005914073343e+01
5.88238238238238e+02 -2.45067626171211e+01 -8.93017219889571e+01
5.89189189189189e+02 -2.45207911764472e+01 -8.93028489214902e+01
5.90140140140140e+02 -2.45347971176822e+01 -8.93039722225714e+01
5.91091091091091e+02 -2.45487805136333e+01 -8.93050919097249e+01
5.92042042042042e+02 -2.45627414367567e+01 -8.93062080003622e+01
5.92992992992993e+02 -2.45766799591599e+01 -8.93073205117834e+01
5.93943943943944e+02 -2.45905961526043e+01 -8.93084294611776e+01
5.94894894894895e+02 -2.46044900885065e+01 -8.93095348656241e+01
5.95845845845846e+02 -2.46183618379414e+01 -8.93106367420931e+01
5.96796796796797e+02 -2.46322114716441e+01 -8.93117351074469e+01
5.97747747747748e+02 -2.46460390600118e+01 -8.93128299784403e+01
5.98698698698699e+02 -2.46598446731062e+01 -8.93139213717218e+01
5.99649649649650e+02 -2.46736283806557e+01 -8.93150093038340e+01
6.00600600600601e+02 -2.46873902520573e+01 -8.93160937912152e+01
6.01551551551552e+02 -2.47011303563787e+01 -8.93171748501995e+01
6.02502502502502e+02 -2.47148487623606e+01 -8.93182524970180e+01
6.03453453453453e+02 -2.47285455384186e+01 -8.93193267477994e+01
6.04404404404404e+02 -2.47422207526452e+01 -8.93203976185710e+01
6.05355355355355e+02 -2.47558744728121e+01 -8.93214651252594e+01
6.06306306306306e+02 -2.47695067663717e+01 -8.93225292836913e+01
6.07257257257257e+02 -2.47831177004596e+01 -8.93235901095942e+01
6.08208208208208e+02 -2.47967073418966e+01 -8.93246476185975e+01
6.09159159159159e+02 -2.48102757571900e+01 -8.93257018262327e+01
6.10110110110110e+02 -2.48238230125365e+01 -8.93267527479346e+01
6.11061061061061e+02 -2.48373491738233e+01 -8.93278003990421e+01
6.12012012012012e+02 -2.48508543066305e+01 -8.93288447947986e+01
6.12962962962963e+02 -2.48643384762330e+01 -8.93298859503530e+01
6.13913913913914e+02 -2.48778017476021e+01 -8.93309238807603e+01
6.14864864864865e+02 -2.48912441854076e+01 -8.93319586009824e+01
6.15815815815816e+02 -2.49046658540197e+01 -8.93329901258888e+01
6.16766766766767e+02 -2.49180668175106e+01 -8.93340184702573e+01
6.17717717717718e+02 -2.49314471396567e+01 -8.93350436487749e+01
6.18668668668669e+02 -2.49448068839401e+01 -8.93360656760380e+01
6.19619619619620e+02 -2.49581461135505e+01 -8.93370845665535e+01
6.20570570570571e+02 -2.49714648913872e+01 -8.93381003347397e+01
6.21521521521522e+02 -2.49847632800604e+01 -8.93391129949262e+01
6.22472472472472e+02 -2.49980413418936e+01 -8.93401225613553e+01
6.23423423423423e+02 -2.50112991389246e+01 -8.93411290481826e+01
6.24374374374374e+02 -2.50245367329082e+01 -8.93421324694771e+01
6.25325325325325e+02 -2.50377541853168e+01 -8.93431328392224e+01
6.26276276276276e+02 -2.50509515573431e+01 -8.93441301713173e+01
6.27227227227227e+02 -2.50641289099012e+01 -8.93451244795761e+01
6.28178178178178e+02 -2.50772863036285e+01 -8.93461157777296e+01
6.29129129129129e+02 -2.50904237988875e+01 -8.93471040794257e+01
6.30080080080080e+02 -2.51035414557670e+01 -8.93480893982296e+01
6.31031031031031e+02 -2.51166393340844e+01 -8.93490717476251e+01
6.31981981981982e+02 -2.51297174933867e+01 -8.93500511410147e+01
6.32932932932933e+02 -2.51427759929526e+01 -8.93510275917202e+01
6.33883883883884e+02 -2.51558148917939e+01 -8.93520011129838e+01
6.34834834834835e+02 -2.51688342486572e+01 -8.93529717179682e+01
6.35785785785786e+02 -2.51818341220251e+01 -8.93539394197573e+01
6.36736736736737e+02 -2.51948145701184e+01 -8.93549042313569e+01
6.37687687687688e+02 -2.52077756508973e+01 -8.93558661656953e+01
6.38638638638639e+02 -2.52207174220629e+01 -8.93568252356238e+01
6.39589589589590e+02 -2.52336399410590e+01 -8.93577814539172e+01
6.40540540540541e+02 -2.52465432650734e+01 -8.93587348332746e+01
6.41491491491492e+02 -2.52594274510394e+01 -8.93596853863195e+01
6.42442442442442e+02 -2.52722925556376e+01 -8.93606331256010e+01
6.43393393393393e+02 -2.52851386352969e+01 -8.93615780635939e+01
6.44344344344344e+02 -2.52979657461967e+01 -8.93625202126994e+01
6.45295295295295e+02 -2.53107739442675e+01 -8.93634595852456e+01
6.46246246246246e+02 -2.53235632851932e+01 -8.93643961934878e+01
6.47197197197197e+02 -2.53363338244120e+01 -8.93653300496098e+01
6.48148148148148e+02 -2.53490856171179e+01 -8.93662611657235e+01
6.49099099099099e+02 -2.53618187182624e+01 -8.93671895538700e+01
6.50050050050050e+02 -2.53745331825557e+01 -8.93681152260198e+01
6.51001001001001e+02 -2.53872290644683e+01 -8.93690381940736e+01
6.51951951951952e+02 -2.53999064182320e+01 -8.93699584698627e+01
6.52902902902903e+02 -2.54125652978419e+01 -8.93708760651494e+01
6.53853853853854e+02 -2.54252057570570e+01 -8.93717909916277e+01
6.54804804804805e+02 -2.54378278494025e+01 -8.93727032609235e+01
6.55755755755756e+02 -2.54504316281704e+01 -8.93736128845953e+01
6.56706706706707e+02 -2.54630171464210e+01 -8.93745198741349e+01
6.57657657657658e+02 -2.54755844569846e+01 -8.93754242409674e+01
6.58608608608609e+02 -2.54881336124626e+01 -8.93763259964519e+01
6.59559559559560e+02 -2.55006646652285e+01 -8.93772251518823e+01
6.60510510510510e+02 -2.55131776674298e+01 -8.93781217184870e+01
6.61461461461461e+02 -2.55256726709890e+01 -8.93790157074304e+01
6.62412412412412e+02 -2.55381497276047e+01 -8.93799071298123e+01
6.63363363363363e+02 -2.55506088887535e+01 -8.93807959966691e+01
6.64314314314314e+02 -2.55630502056903e+01 -8.93816823189740e+01
6.65265265265265e+02 -2.55754737294507e+01 -8.93825661076375e+01
6.66216216216216e+02 -2.55878795108513e+01 -8.93834473735077e+01
6.67167167167167e+02 -2.56002676004915e+01 -8.93843261273710e+01
6.68118118118118e+02 -2.56126380487546e+01 -8.93852023799522e+01
6.69069069069069e+02 -2.56249909058089e+01 -8.93860761419154e+01
6.70020020020020e+02 -2.56373262216090e+01 -8.93869474238640e+01
6.70970970970971e+02 -2.56496440458972e+01 -8.93878162363413e+01
6.71921921921922e+02 -2.56619444282044e+01 -8.93886825898309e+01
6.72872872872873e+02 -2.56742274178516e+01 -8.93895464947573e+01
6.73823823823824e+02 -2.56864930639506e+01 -8.93904079614860e+01
6.74774774774775e+02 -2.56987414154057e+01 -8.93912670003241e+01
6.75725725725726e+02 -2.57109725209148e+01 -8.93921236215208e+01
6.76676676676677e+02 -2.57231864289702e+01 -8.93929778352675e+01
6.77627627627628e+02 -2.57353831878600e+01 -8.93938296516986e+01
6.78578578578579e+02 -2.57475628456693e+01 -8.93946790808916e+01
6.79529529529530e+02 -2.57597254502813e+01 -8.93955261328676e+01
6.80480480480480e+02 -2.57718710493784e+01 -8.93963708175918e+01
6.81431431431431e+02 -2.57839996904431e+01 -8.93972131449735e+01
6.82382382382382e+02 -2.57961114207595e+01 -8.93980531248671e+01
6.83333333333333e+02 -2.58082062874143e+01 -8.93988907670719e+01
6.84284284284284e+02 -2.58202843372976e+01 -8.93997260813329e+01
6.85235235235235e+02 -2.58323456171044e+01 -8.94005590773410e+01
6.86186186186186e+02 -2.58443901733355e+01 -8.94013897647333e+01
6.87137137137137e+02 -2.58564180522985e+01 -8.94022181530936e+01
6.88088088088088e+02 -2.58684293001089e+01 -8.94030442519528e+01
6.89039039039039e+02 -2.58804239626914e+01 -8.94038680707890e+01
6.89989989989990e+02 -2.58924020857805e+01 -8.94046896190282e+01
6.90940940940941e+02 -2.59043637149221e+01 -8.94055089060445e+01
6.91891891891892e+02 -2.59163088954740e+01 -8.94063259411606e+01
6.92842842842843e+02 -2.59282376726073e+01 -8.94071407336477e+01
6.93793793793794e+02 -2.59401500913072e+01 -8.94079532927265e+01
6.94744744744745e+02 -2.59520461963742e+01 -8.94087636275670e+01
6.95695695695696e+02 -2.59639260324249e+01 -8.94095717472892e+01
6.96646646646647e+02 -2.59757896438935e+01 -8.94103776609633e+01
6.97597597597598e+02 -2.59876370750319e+01 -8.94111813776100e+01
6.98548548548549e+02 -2.59994683699116e+01 -8.94119829062009e+01
6.99499499499500e+02 -2.60112835724242e+01 -8.94127822556587e+01
7.00450450450450e+02 -2.60230827262824e+01 -8.94135794348580e+01
7.01401401401401e+02 -2.60348658750211e+01 -8.94143744526249e+01
7.02352352352352e+02 -2.60466330619984e+01 -8.94151673177379e+01
7.03303303303303e+02 -2.60583843303963e+01 -8.94159580389279e+01
7.04254254254254e+02 -2.60701197232219e+01 -8.94167466248790e+01
7.05205205205205e+02 -2.60818392833083e+01 -8.94175330842279e+01
7.06156156156156e+02 -2.60935430533155e+01 -8.94183174255653e+01
7.07107107107107e+02 -2.61052310757313e+01 -8.94190996574353e+01
7.08058058058058e+02 -2.61169033928721e+01 -8.94198797883365e+01
7.09009009009009e+02 -2.61285600468844e+01 -8.94206578267215e+01
7.09959959959960e+02 -2.61402010797448e+01 -8.94214337809979e+01
7.10910910910911e+02 -2.61518265332617e+01 -8.94222076595283e+01
7.11861861861862e+02 -2.61634364490758e+01 -8.94229794706305e+01
7.12812812812813e+02 -2.61750308686611e+01 -8.94237492225779e+01
7.13763763763764e+02 -2.61866098333258e+01 -8.94245169236000e+01
7.14714714714715e+02 -2.61981733842131e+01 -8.94252825818823e+01
7.15665665665666e+02 -2.62097215623023e+01 -8.94260462055671e+01
7.16616616616617e+02 -2.62212544084092e+01 -8.94268078027530e+01
7.17567567567568e+02 -2.62327719631876e+01 -8.94275673814962e+01
7.18518518518518e+02 -2.62442742671296e+01 -8.94283249498099e+01
7.19469469469469e+02 -2.62557613605669e+01 -8.94290805156651e+01
7.20420420420420e+02 -2.62672332836713e+01 -8.94298340869906e+01
7.21371371371371e+02 -2.62786900764556e+01 -8.94305856716736e+01
7.22322322322322e+02 -2.62901317787747e+01 -8.94313352775596e+01
7.23273273273273e+02 -2.63015584303263e+01 -8.94320829124528e+01
7.24224224224224e+02 -2.63129700706513e+01 -8.94328285841165e+01
7.25175175175175e+02 -2.63243667391353e+01 -8.94335723002735e+01
7.26126126126126e+02 -2.63357484750092e+01 -8.94343140686057e+01
7.27077077077077e+02 -2.63471153173496e+01 -8.94350538967551e+01
7.28028028028028e+02 -2.63584673050802e+01 -8.94357917923239e+01
7.28978978978979e+02 -2.63698044769721e+01 -8.94365277628742e+01
7.29929929929930e+02 -2.63811268716450e+01 -8.94372618159292e+01
7.30880880880881e+02 -2.63924345275678e+01 -8.94379939589726e+01
7.31831831831832e+02 -2.64037274830592e+01 -8.94387241994494e+01
7.32782782782783e+02 -2.64150057762890e+01 -8.94394525447657e+01
7.33733733733734e+02 -2.64262694452781e+01 -8.94401790022896e+01
7.34684684684685e+02 -2.64375185279001e+01 -8.94409035793508e+01
7.35635635635636e+02 -2.64487530618816e+01 -8.94416262832410e+01
7.36586586586587e+02 -2.64599730848028e+01 -8.94423471212147e+01
7.37537537537538e+02 -2.64711786340988e+01 -8.94430661004884e+01
7.38488488488488e+02 -2.64823697470599e+01 -8.94437832282418e+01
7.39439439439439e+02 -2.64935464608324e+01 -8.94444985116177e+01
7.40390390390390e+02 -2.65047088124195e+01 -8.94452119577221e+01
7.41341341341341e+02 -2.65158568386821e+01 -8.94459235736244e+01
7.42292292292292e+02 -2.65269905763391e+01 -8.94466333663581e+01
7.43243243243243e+02 -2.65381100619687e+01 -8.94473413429204e+01
7.44194194194194e+02 -2.65492153320086e+01 -8.94480475102730e+01
7.45145145145145e+02 -2.65603064227571e+01 -8.94487518753418e+01
7.46096096096096e+02 -2.65713833703735e+01 -8.94494544450177e+01
7.47047047047047e+02 -2.65824462108792e+01 -8.94501552261562e+01
7.47997997997998e+02 -2.65934949801581e+01 -8.94508542255781e+01
7.48948948948949e+02 -2.66045297139572e+01 -8.94515514500697e+01
7.49899899899900e+02 -2.66155504478876e+01 -8.94522469063827e+01
7.50850850850851e+02 -2.66265572174251e+01 -8.94529406012345e+01
7.51801801801802e+02 -2.66375500579107e+01 -8.94536325413088e+01
7.52752752752753e+02 -2.66485290045516e+01 -8.94543227332553e+01
7.53703703703704e+02 -2.66594940924215e+01 -8.94550111836903e+01
7.54654654654655e+02 -2.66704453564615e+01 -8.94556978991966e+01
7.55605605605606e+02 -2.66813828314810e+01 -8.94563828863241e+01
7.56556556556557e+02 -2.66923065521576e+01 -8.94570661515894e+01
7.57507507507508e+02 -2.67032165530388e+01 -8.94577477014768e+01
7.58458458458458e+02 -2.67141128685417e+01 -8.94584275424377e+01
7.59409409409409e+02 -2.67249955329543e+01 -8.94591056808916e+01
7.60360360360360e+02 -2.67358645804358e+01 -8.94597821232255e+01
7.61311311311311e+02 -2.67467200450173e+01 -8.94604568757947e+01
7.62262262262262e+02 -2.67575619606028e+01 -8.94611299449228e+01
7.63213213213213e+02 -2.67683903609691e+01 -8.94618013369017e+01
7.64164164164164e+02 -2.67792052797672e+01 -8.94624710579923e+01
7.65115115115115e+02 -2.67900067505225e+01 -8.94631391144240e+01
7.66066066066066e+02 -2.68007948066353e+01 -8.94638055123957e+01
7.67017017017017e+02 -2.68115694813818e+01 -8.94644702580751e+01
7.67967967967968e+02 -2.68223308079147e+01 -8.94651333575997e+01
7.68918918918919e+02 -2.68330788192635e+01 -8.94657948170766e+01
7.69869869869870e+02 -2.68438135483351e+01 -8.94664546425825e+01
7.70820820820821e+02 -2.68545350279148e+01 -8.94671128401643e+01
7.71771771771772e+02 -2.68652432906667e+01 -8.94677694158391e+01
7.72722722722723e+02 -2.68759383691341e+01 -8.94684243755945e+01
7.73673673673674e+02 -2.68866202957404e+01 -8.94690777253882e+01
7.74624624624625e+02 -2.68972891027894e+01 -8.94697294711493e+01
7.75575575575576e+02 -2.69079448224662e+01 -8.94703796187773e+01
7.76526526526526e+02 -2.69185874868374e+01 -8.94710281741430e+01
7.77477477477477e+02 -2.69292171278523e+01 -8.94716751430886e+01
7.78428428428428e+02 -2.69398337773426e+01 -8.94723205314275e+01
7.79379379379379e+02 -2.69504374670237e+01 -8.94729643449450e+01
7.80330330330330e+02 -2.69610282284950e+01 -8.94736065893979e+01
7.81281281281281e+02 -2.69716060932404e+01 -8.94742472705152e+01
7.82232232232232e+02 -2.69821710926291e+01 -8.94748863939981e+01
7.83183183183183e+02 -2.69927232579158e+01 -8.94755239655198e+01
7.84134134134134e+02 -2.70032626202415e+01 -8.94761599907263e+01
7.85085085085085e+02 -2.70137892106341e+01 -8.94767944752362e+01
7.86036036036036e+02 -2.70243030600089e+01 -8.94774274246407e+01
7.86986986986987e+02 -2.70348041991687e+01 -8.94780588445042e+01
7.87937937937938e+02 -2.70452926588053e+01 -8.94786887403641e+01
7.88888888888889e+02 -2.70557684694991e+01 -8.94793171177312e+01
7.89839839839840e+02 -2.70662316617201e+01 -8.94799439820898e+01
7.90790790790791e+02 -2.70766822658284e+01 -8.94805693388976e+01
7.91741741741742e+02 -2.70871203120745e+01 -8.94811931935863e+01
7.92692692692693e+02 -2.70975458306002e+01 -8.94818155515615e+01
7.93643643643644e+02 -2.71079588514389e+01 -8.94824364182029e+01
7.94594594594595e+02 -2.71183594045159e+01 -8.94830557988643e+01
7.95545545545546e+02 -2.71287475196495e+01 -8.94836736988740e+01
7.96496496496497e+02 -2.71391232265509e+01 -8.94842901235351e+01
7.97447447447447e+02 -2.71494865548250e+01 -8.94849050781249e+01
7.98398398398398e+02 -2.71598375339711e+01 -8.94855185678961e+01
7.99349349349349e+02 -2.71701761933829e+01 -8.94861305980759e+01
8.00300300300300e+02 -2.71805025623494e+01 -8.94867411738671e+01
8.01251251251251e+02 -2.71908166700554e+01 -8.94873503004476e+01
8.02202202202202e+02 -2.72011185455817e+01 -8.94879579829706e+01
8.03153153153153e+02 -2.72114082179059e+01 -8.94885642265652e+01
8.04104104104104e+02 -2.72216857159027e+01 -8.94891690363361e+01
